ID,ID2,StudySite,GMT_DATE,Site,Year,Stage,julian,primeRdRast,SecondRdRast,Open,Decid,Water,Pine,Mix,Shrub,dist_edge,Dist_Access,Dist_Private,total_dist,mean_dist,mean_speed,roost_dist,age,Age,Status,Year_Status,Death,Death_Date,Area50,Area99,dist_core
131,SC131,SC,3/11/2014,Webb,2014,Pre_Hunt,10,224.2186586,124.2269055,383.5375169,9.971085044,220.0576868,67.05882353,1435.227618,113.2852586,87.82624225,210.6609146,2686.593422,2712.610613,159.5653302,180.8407075,204.1901092,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,183.5350308
131,SC131,SC,3/12/2014,Webb,2014,Pre_Hunt,11,242.4027769,89.92047877,423.137225,22.76381459,155.7022229,50.58823529,1444.912167,71.83090301,53.3887932,236.2995192,2731.72783,1997.14381,117.4790476,133.1429206,30.28881081,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,84.18839572
131,SC131,SC,3/13/2014,Webb,2014,Pre_Hunt,12,402.2727042,100.4068221,225.0297901,8.520753748,214.567513,75.64705882,1056.855591,112.4960834,86.29410601,398.6363122,2677.737855,2152.245601,126.6026824,143.4830401,234.0095182,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,141.6906026
131,SC131,SC,3/14/2014,Webb,2014,Pre_Hunt,13,486.1827228,111.9037282,172.7147275,19.91416797,184.6115911,91.82352941,1100.486407,130.8754236,99.02899165,476.9828565,2649.355027,2114.574496,124.386735,140.971633,343.407813,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,128.2599501
131,SC131,SC,3/15/2014,Webb,2014,Pre_Hunt,14,298.865026,163.7722436,256.0467241,15.14543373,245.654733,117.1935484,1324.165151,132.6446189,110.0921078,302.7761038,2535.773594,4096.077003,128.0024063,273.0718002,310.5024817,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,245.9262607
131,SC131,SC,3/16/2014,Webb,2014,Pre_Hunt,15,438.0677679,123.3213202,169.7473924,7.00512743,271.0452893,99.75,835.8068981,139.2635577,107.2048585,434.822968,2722.258966,3542.874705,110.7148345,236.191647,171.0992918,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,219.7186808
131,SC131,SC,3/17/2014,Webb,2014,Pre_Hunt,16,445.4382184,102.3519926,133.7604175,12.24796414,242.4175606,65.28125,853.7568721,100.5676489,75.44443308,432.1035443,2693.978147,3143.934537,98.24795427,209.5956358,554.2854736,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,180.3459069
131,SC131,SC,3/18/2014,Webb,2014,Pre_Hunt,17,457.1977001,190.661143,216.2720168,2.142857143,347.1898292,107.2857143,673.895983,163.0097294,144.7172833,432.1832169,2486.695267,2044.182082,73.00650291,136.2788054,45.60912193,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,48.36052672
131,SC131,SC,3/19/2014,Webb,2014,Pre_Hunt,18,463.1792672,224.7466739,257.0412476,1.875,364.6349044,167.25,791.7792091,202.8111455,178.4232136,451.404702,2489.481092,3426.794049,107.087314,228.4529366,700.4442372,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,30.13466927
131,SC131,SC,3/20/2014,Webb,2014,Pre_Hunt,19,466.0618841,112.5032961,172.9262428,11.31046414,199.9199939,87.90625,957.3045262,130.1507905,96.19490097,465.6797692,2754.682715,4029.249159,125.9140362,268.6166106,23.66638336,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,99.86986471
131,SC131,SC,3/21/2014,Webb,2014,Pre_Hunt,20,536.112752,125.4389338,178.7890873,4.138325214,193.4790959,116.8125,1017.434719,149.6869481,116.8575661,523.1110815,2710.767115,3859.09303,120.5966572,257.2728687,605.4916054,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,45.55167191
131,SC131,SC,3/22/2014,Webb,2014,Pre_Hunt,21,515.6026948,157.0411434,198.3889442,3.75,238.6793592,121.4375,954.0309676,160.5963943,134.8154305,507.1509603,2705.9928,2337.545945,73.04831077,155.8363963,418.8779837,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,66.31070346
131,SC131,SC,3/23/2014,Webb,2014,Pre_Hunt,22,402.0111276,134.1231615,250.5632081,30.85564423,217.8913209,65.4375,1052.277835,86.07994104,74.30842045,378.0715016,2767.421141,3332.283077,104.1338462,222.1522051,167.7501705,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,144.3049615
131,SC131,SC,3/24/2014,Webb,2014,Pre_Hunt,23,478.5320174,203.3671453,268.7409611,3.971313715,337.9978862,157.3125,825.8724098,188.6876686,164.5225821,464.2020154,2564.29695,4043.123086,126.3475964,269.5415391,126.8557859,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,73.08308461
131,SC131,SC,3/25/2014,Webb,2014,Pre_Hunt,24,455.7458847,102.3554205,133.3537949,9.414213562,231.3655866,65.4,783.2826518,99.97011669,77.65876676,442.9360743,2684.056016,4790.656353,165.1950467,319.3770902,276.632627,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,143.213287
131,SC131,SC,3/26/2014,Webb,2014,Pre_Hunt,25,408.0029135,128.1094029,174.2518818,8.142787318,258.2937425,68.19354839,774.2909664,120.5558198,99.80473222,393.9794731,2730.800327,3598.426156,112.4508174,239.8950771,129.8907619,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,184.3933052
131,SC131,SC,3/27/2014,Webb,2014,Pre_Hunt,26,440.4026699,132.4126804,175.8206809,3.200825214,251.1085925,92.625,798.0972805,124.3662393,102.1423721,431.333787,2741.087701,3847.116982,120.2224057,256.4744655,417.1083118,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,176.6093487
131,SC131,SC,3/28/2014,Webb,2014,Pre_Hunt,27,464.0317088,171.6749333,334.4035207,15.14543373,361.6912524,95.58064516,1141.639705,133.9509602,119.0418478,448.7761226,2573.919841,3655.207722,117.9099265,243.6805148,NA,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,147.8376196
131,SC131,SC,3/29/2014,Webb,2014,Pre_Hunt,28,501.1714417,132.1431825,319.8804641,11.26852966,347.3884466,86.40625,1235.434805,108.995147,86.45211439,482.4103047,2583.869664,3839.499532,119.9843604,255.9666355,840.6960609,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,143.2789305
131,SC131,SC,3/30/2014,Webb,2014,Pre_Hunt,29,398.8715606,160.4091453,170.8563728,8.658813715,325.5854328,97.1875,752.079751,128.0916979,94.83644025,395.6915979,2637.481229,4147.890331,129.6215728,276.526022,469.1727242,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,228.478482
131,SC131,SC,3/31/2014,Webb,2014,Pre_Hunt,30,456.6732128,105.0984838,152.8171103,31.66270041,175.4276793,41.59375,966.4233475,91.57023788,70.92544531,442.5355368,2600.845135,3963.850152,123.8703173,264.2566768,106.503701,2,A,Live,Harvested,Harvested,4/12/2014,17.46228292,155.1793835,239.8249422
131,SC131,SC,4/1/2014,Webb,2014,Pre_Hunt,31,657.1180773,83.28241501,123.6931686,0,161.5549469,108,891.9641113,150,107.8590746,633.94861,2792.493822,3312.606814,103.5189629,220.8404543,251.8420354,2,A,Live,Harvested,Harvested,4/12/2014,11.07804153,162.8181888,218.4187588
131,SC131,SC,4/1/2014,Webb,2014,Hunt,31,610.3094778,129.557644,144.289556,13.125,484.8517876,76.3125,1152.940868,134.3609679,96.41692326,612.6343316,2442.726641,3312.606814,103.5189629,220.8404543,251.8420354,2,A,Live,Harvested,Harvested,4/12/2014,11.07804153,162.8181888,218.4187588
131,SC131,SC,4/2/2014,Webb,2014,Hunt,32,433.2804491,146.4158618,191.9407344,38.21934485,247.4218855,100.65625,1236.767471,115.4084284,94.17765928,430.5747687,2444.750258,4140.708822,129.3971507,276.0472548,659.4636917,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,162.7052328
131,SC131,SC,4/3/2014,Webb,2014,Hunt,33,308.9871648,150.0726403,364.3181672,26.90522695,198.6945345,78.625,1402.998314,103.2731602,80.16151172,289.493426,2652.546457,4885.791183,152.6809745,325.7194122,150.5951279,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,221.3084557
131,SC131,SC,4/4/2014,Webb,2014,Hunt,34,294.0370858,142.4820901,307.3474303,40.05340872,181.961062,46.77419355,1414.16396,83.02370798,60.32530295,280.8851406,2541.336807,5136.451166,165.6919731,342.4300777,254.976212,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,326.5539775
131,SC131,SC,4/5/2014,Webb,2014,Hunt,35,306.8100969,189.6184269,287.6667771,36.76132464,257.2780924,99.25,1415.609718,123.4571872,105.7770242,292.0671551,2531.410129,5512.337015,172.2605317,367.4891343,485.7498944,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,327.663584
131,SC131,SC,4/6/2014,Webb,2014,Hunt,36,325.68777,206.9665294,235.4837709,58.67008067,336.0207717,42.59375,952.1071796,118.8989806,100.7809,317.3391083,2274.869741,3787.820207,118.3693815,252.5213472,174.9986814,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,482.2640227
131,SC131,SC,4/7/2014,Webb,2014,Hunt,37,371.3035359,167.159361,194.3318126,51.9663074,304.9648147,34.15625,898.9300632,100.6582503,81.20059201,362.165902,2367.348128,4173.617008,130.4255315,278.2411339,315.7926158,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,439.4238968
131,SC131,SC,4/8/2014,Webb,2014,Hunt,38,372.2895417,174.6185791,229.6462302,3.971313715,346.5807879,124.4375,674.4479828,139.3944006,124.3737316,362.4524291,2546.573996,2996.721505,93.64754705,199.7814337,424.0104503,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,315.8483711
131,SC131,SC,4/9/2014,Webb,2014,Hunt,39,383.0236036,169.2691324,178.4508943,27.5829394,236.0819461,72.74193548,1025.723767,119.909477,92.64398921,377.5782834,2533.733711,4646.772055,149.8958728,309.7848037,NA,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,249.960218
131,SC131,SC,4/10/2014,Webb,2014,Hunt,40,437.1203035,127.1359932,180.6132448,28.52188682,219.3055289,76.6875,1045.380239,114.7830338,92.56388744,421.8347239,2626.68309,4943.538062,154.4855644,329.5692041,232.929093,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,182.6701645
131,SC131,SC,4/11/2014,Webb,2014,Hunt,41,437.0604412,133.7909337,173.5239105,10.97644115,194.314898,102.65625,1149.281502,127.5752947,98.19722664,432.8433264,2555.64064,5193.462448,162.2957015,346.2308299,24.80057451,2,A,Live,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,138.9400843
131,SC131,SC,4/12/2014,Webb,2014,Hunt,42,407.8088752,162.8386783,211.7870316,15.70820389,222.1332832,134.7,1132.918402,156.5512985,120.3055318,405.2704954,2554.675571,1554.652239,259.1087065,103.6434826,NA,2,A,Harvested,Harvested,Harvested,4/12/2014,10.87209826,163.0646018,142.1492354
143,SC143,SC,3/1/2014,Webb,2014,Pre_Hunt,0,721.2982161,148.1350631,429.8005595,21.30188437,294.2583905,20.82352941,189.8177302,94.4282451,70.89010381,719.8178832,1015.911849,1723.523778,101.3837516,114.9015852,904.7038896,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,489.5036958
143,SC143,SC,3/2/2014,Webb,2014,Pre_Hunt,1,781.8717974,164.5946696,255.1351404,42.46675604,191.1336042,7.058823529,279.0755476,73.55706562,48.48301593,758.4540782,1473.372338,3155.760765,185.6329862,210.384051,29.94221525,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,307.1279888
143,SC143,SC,3/3/2014,Webb,2014,Pre_Hunt,2,750.8175145,152.0838378,253.5127231,25.56226124,216.6491959,54.70588235,343.5500914,110.632287,74.80461153,723.536105,1617.027471,2573.564478,151.3861458,171.5709652,155.396706,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,256.2634493
143,SC143,SC,3/4/2014,Webb,2014,Pre_Hunt,3,847.7730851,175.0001811,323.2153339,18.88325214,258.4226193,44.5625,276.3769736,131.2119641,108.0878524,834.4928691,1459.444804,2524.446196,157.7778872,168.2964131,158.8197629,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,308.1927597
143,SC143,SC,3/5/2014,Webb,2014,Pre_Hunt,4,822.5164378,188.4537124,306.3621736,16.61331805,270.1051277,29.35294118,214.9020453,131.2261846,106.6191092,810.8245529,1358.079053,2380.646795,140.0380468,158.7097863,358.4389617,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,332.0870376
143,SC143,SC,3/6/2014,Webb,2014,Pre_Hunt,5,535.7575115,197.7407895,228.2093771,41.07458452,229.9564186,5.294117647,517.105808,66.51796005,48.801987,522.7850347,1551.998203,2505.272828,147.3689899,167.0181885,1697.314267,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,755.481335
143,SC143,SC,3/7/2014,Webb,2014,Pre_Hunt,6,196.8186862,288.5696309,253.8779539,67.27083814,453.4511593,52.23529412,965.5680039,148.9396901,124.368249,201.5302362,2001.143456,1743.781497,102.5753822,116.2520998,1147.867519,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,1676.890389
143,SC143,SC,3/8/2014,Webb,2014,Pre_Hunt,7,402.4557047,187.1100983,213.9601566,0,261.159983,158.9411765,1306.590863,146.3715493,118.510979,414.0386648,2511.305807,1017.84108,59.87300469,67.85607198,587.0911773,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,1671.59233
143,SC143,SC,3/9/2014,Webb,2014,Pre_Hunt,8,784.3262873,111.0928753,248.4822581,15.57957728,275.4400303,66.35294118,501.78914,111.0200087,93.69379258,765.0943347,1972.483635,4141.277643,243.6045673,276.0851762,1435.308289,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,827.82137
143,SC143,SC,3/10/2014,Webb,2014,Pre_Hunt,9,717.6695536,183.6083978,239.7847218,14.84861217,255.6593116,27.52941176,258.6297307,122.8321331,98.92720218,708.3198256,1312.110717,2603.709432,153.1593784,173.5806288,1183.230255,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,588.0393516
143,SC143,SC,3/11/2014,Webb,2014,Pre_Hunt,10,774.8887504,158.1137216,289.2526241,30.08581274,232.937574,25.05882353,231.4120779,72.64376248,49.21281652,755.7687827,1065.256476,2315.494961,136.2055859,154.3663307,708.8403386,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,704.5681278
143,SC143,SC,3/12/2014,Webb,2014,Pre_Hunt,11,890.4510142,76.20282574,142.7689042,16.66190529,213.3780203,33.75,424.2901783,91.59492634,41.66457992,847.1870372,1114.432641,1321.296433,82.58102704,88.08642885,579.902577,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,781.2944678
143,SC143,SC,3/13/2014,Webb,2014,Pre_Hunt,12,265.2640043,102.5410782,217.5954545,27.73195873,351.5283122,31.58823529,906.249307,29.36644655,13.00440082,239.1291594,597.6234363,3058.079872,179.8870513,203.8719915,932.4190868,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,618.7643178
143,SC143,SC,3/14/2014,Webb,2014,Pre_Hunt,13,424.5928916,427.3487327,141.2951481,37.68664057,174.5074651,50.64705882,842.1869866,84.66497803,65.22438541,387.2935832,25.38681639,2505.19836,147.3646094,167.013224,1559.550306,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,503.2939116
143,SC143,SC,3/15/2014,Webb,2014,Pre_Hunt,14,703.082324,583.9363204,183.8592542,75.18195761,277.1928955,16.4516129,1025.488516,56.24885239,36.34502832,659.7283673,319.3428606,5448.992892,170.2810279,363.2661928,2540.659294,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,1004.117679
143,SC143,SC,3/16/2014,Webb,2014,Pre_Hunt,15,696.8522811,251.5348559,266.5272491,25.36630702,331.1568427,41.71875,220.1571221,87.01314831,68.77101007,672.444088,1092.092377,3071.444283,95.98263383,204.7629522,1370.351752,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,826.3128003
143,SC143,SC,3/17/2014,Webb,2014,Pre_Hunt,16,908.0838104,104.811496,276.2492323,19.27157736,247.8608694,34.75,180.6561377,104.737021,85.78482424,889.3860252,1386.362138,3140.818217,98.15056929,209.3878812,57.14589196,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,187.6345501
143,SC143,SC,3/18/2014,Webb,2014,Pre_Hunt,17,816.9463036,142.7743678,306.1934793,15.61580086,327.7115116,53.9375,264.4644108,127.066412,107.9113046,803.053008,1172.96623,2679.712483,83.74101509,178.6474988,1666.554726,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,506.7856153
143,SC143,SC,3/19/2014,Webb,2014,Pre_Hunt,18,716.9496526,164.1258134,260.9898505,33.09427786,280.7768583,36.21875,431.5996482,126.567261,97.80326948,680.3959242,1339.192358,3949.071084,123.4084714,263.2714056,1678.57953,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,595.1469488
143,SC143,SC,3/20/2014,Webb,2014,Pre_Hunt,19,998.3769981,50.66415495,240.728231,21.16801667,277.1502168,90.4375,181.8681006,199.9676712,167.8724209,994.1946217,1360.278968,2356.175836,73.63049487,157.0783891,492.4784086,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,216.1515167
143,SC143,SC,3/21/2014,Webb,2014,Pre_Hunt,20,925.826785,69.26082582,191.2650764,8.276650429,282.5812509,69.3125,149.3557358,160.3746688,135.4604463,903.9730591,1637.968852,3661.031176,114.4072243,244.0687451,1220.073759,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,171.8898627
143,SC143,SC,3/22/2014,Webb,2014,Pre_Hunt,21,837.6709014,126.3382112,233.4979417,48.55608869,206.5347459,39.15625,659.645786,126.2209561,97.20758884,819.221141,1335.5868,4109.325445,128.4164201,273.9550296,1053.814383,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,651.9824214
143,SC143,SC,3/23/2014,Webb,2014,Pre_Hunt,22,949.3150335,68.40016069,177.0592229,15.22747564,224.4224238,38.625,124.0101945,123.8174093,102.7946499,923.946512,1597.788746,2374.154477,74.19232742,158.2769652,194.7758163,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,62.4764805
143,SC143,SC,3/24/2014,Webb,2014,Pre_Hunt,23,973.3696712,70.01552466,234.9045258,5.075825214,267.8596344,85.46875,125.2270534,175.379853,150.5132604,948.8964303,1664.819787,1885.305823,58.91580697,125.6870549,199.7001806,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,71.9120719
143,SC143,SC,3/25/2014,Webb,2014,Pre_Hunt,24,821.3404149,77.38569027,170.4867358,18.50509596,298.8611267,28.09375,192.061774,148.0241208,126.9932954,800.5745131,1794.336819,2226.234441,69.56982628,148.4156294,550.5692436,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,100.0581889
143,SC143,SC,3/26/2014,Webb,2014,Pre_Hunt,25,396.665483,173.0815945,192.1386569,106.0463691,251.8711927,9.375,733.9346642,69.85691071,50.82463205,385.8777648,2300.729456,4328.618802,135.2693376,288.5745868,1115.028772,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,655.0582613
143,SC143,SC,3/27/2014,Webb,2014,Pre_Hunt,26,449.2183838,121.9467162,218.0237825,107.2300076,226.7982006,4.6875,661.9271922,73.01478935,56.28662633,422.1957532,1972.03148,4477.917767,139.9349302,298.5278511,1108.306921,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,539.402143
143,SC143,SC,3/28/2014,Webb,2014,Pre_Hunt,27,349.0162008,104.3476924,143.4067378,136.1867028,212.4649993,6.774193548,698.7040317,78.47620539,57.62443105,326.1645968,2243.389617,4429.568408,142.8893035,295.3045605,338.1663465,2,A,Live,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,567.3424701
143,SC143,SC,3/29/2014,Webb,2014,Pre_Hunt,28,335.3532222,58.26282975,99.41004768,44.57009653,163.1057029,6.923076923,803.7132615,58.69023602,39.97886191,304.9991108,1916.118331,4189.934763,465.548307,279.3289842,NA,2,A,Harvested,Harvested,Harvested,3/29/2014,8.592193405,301.4203169,601.5553182
46105,SC46105,SC,3/1/2017,Webb,2017,Pre_Hunt,0,265.4260751,149.812995,701.5815633,56.28720042,768.1670003,2.4,495.038619,103.6908012,68.52495011,246.8350364,1873.598281,1407.326045,46.91086817,93.82173634,333.4579279,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,35.68743213
46105,SC46105,SC,3/2/2017,Webb,2017,Pre_Hunt,1,503.6490716,63.78187164,473.9291229,48.41368535,535.5423187,3,699.7702087,159.7210388,63.31551489,485.4544261,1702.666521,1183.38966,39.44632201,78.89264403,208.1931889,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,11.69443439
46105,SC46105,SC,3/3/2017,Webb,2017,Pre_Hunt,2,557.7204144,106.7818705,398.7424744,70.39427821,454.2320292,2,723.9850016,174.3077914,95.37256919,546.115542,1621.184488,1705.831966,56.86106552,113.722131,284.9085891,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,42.12918394
46105,SC46105,SC,3/4/2017,Webb,2017,Pre_Hunt,3,440.3671094,246.7806581,503.8652618,78.08246003,540.5542358,3,585.2845164,175.9731517,141.1410897,451.8528729,1673.138425,1494.290598,49.8096866,99.6193732,NA,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,26.04021002
46105,SC46105,SC,3/5/2017,Webb,2017,Pre_Hunt,4,325.9041352,312.9168509,570.7263467,60.76878276,664.2203718,3.214285714,452.6459154,93.72796005,62.3321543,352.7687716,1732.610236,1988.805963,71.0287844,132.5870642,74.49193185,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,47.49384168
46105,SC46105,SC,3/6/2017,Webb,2017,Pre_Hunt,5,475.7955023,283.1752449,456.5342385,41.49868125,502.8209014,12.25925926,604.522696,151.8095892,123.5950194,496.3795034,1618.538376,1437.478492,53.23994414,95.83189946,214.9551798,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,74.306896
46105,SC46105,SC,3/7/2017,Webb,2017,Pre_Hunt,6,384.0788793,293.3839838,538.856732,58.73272705,596.3777073,3.214285714,520.6013772,143.6094309,114.8444109,403.6512812,1699.744281,1700.363231,60.72725824,113.3575487,316.7364184,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,50.875775
46105,SC46105,SC,3/8/2017,Webb,2017,Pre_Hunt,7,364.8536928,248.5471111,581.7862559,70.60655765,625.6302985,4.965517241,524.2282599,124.3651897,97.34875221,367.8396079,1751.635913,1952.578322,67.33028697,130.1718881,121.4969814,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,37.01040763
46105,SC46105,SC,3/9/2017,Webb,2017,Pre_Hunt,8,392.7569087,126.7777574,575.5052549,110.1805979,630.751138,1.935483871,587.8738827,107.7985212,67.93581648,375.7477407,1795.043759,2049.051488,66.0984351,136.6034325,42.50840844,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,8.018021438
46105,SC46105,SC,3/10/2017,Webb,2017,Pre_Hunt,9,427.7634839,184.0318696,532.8447278,63.97124925,581.605971,4.25,599.4851481,142.905111,101.4674973,426.6798886,1724.566306,1487.820513,61.99252137,99.18803419,165.6814479,1,J,Live,Harvested,Harvested,5/1/2017,7.320415099,52.33501688,21.5260085
